pmid,title,abstract,journal,year,authors,mesh_terms,keywords,relevance_score
27198585,Approaches to promoting the appropriate use of antibiotics through hospital electronic prescribing systems: a scoping review.,"To identify approaches of using stand-alone and more integrated hospital ePrescribing systems to promote and support the appropriate use of antibiotics, and identify gaps in order to inform future efforts in this area.",The International journal of pharmacy practice,2017,Kathrin Cresswell; Hajar Mozaffar; Sonal Shah; Aziz Sheikh,"['Anti-Bacterial Agents', 'Decision Support Systems, Clinical', 'Electronic Prescribing', 'Humans', 'Medical Order Entry Systems']","['antimicrobial resistance', 'health information technology', 'review']",1
27023463,Drug safety of macrolide and quinolone antibiotics in a tertiary care hospital: administration of interacting co-medication and QT prolongation.,Some macrolide and quinolone antibiotics (MQABs) are associated with QT prolongation and life-threatening torsade de pointes (TdP) arrhythmia. MQAB may also inhibit cytochrome P450 isoenzymes and thereby cause pharmacokinetic drug interactions (DDIs). There is limited data on the frequency and management of such risks in clinical practice. We aimed to quantify co-administration of MQAB with interacting drugs and associated adverse drug reactions.,European journal of clinical pharmacology,2016,David Niedrig; Sarah Maechler; Liesa Hoppe; Natascia Corti; Helen Kovari; Stefan Russmann,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Atorvastatin', 'Clonidine', 'Drug Interactions', 'Drug Therapy, Combination', 'Electrocardiography', 'Female', 'Humans', 'Long QT Syndrome', 'Macrolides', 'Male', 'Medication Errors', 'Middle Aged', 'Quinolones', 'Risk Factors', 'Simvastatin', 'Tertiary Care Centers', 'Torsades de Pointes', 'Young Adult']","['Drug interactions', 'Drug safety', 'ECG monitoring', 'Macrolide and quinolone antibiotics', 'Pharmacoepidemiology', 'Torsade de pointes (TdP)']",1
26852982,Re: Impact of a Computerized Decision Support System on Compliance with Guidelines on Antibiotics Prescribed for Urinary Tract Infections in Emergency Departments: A Multicentre Prospective before-and-after Controlled Interventional Study.,,The Journal of urology,2016,Edward M Schaeffer,"['Anti-Bacterial Agents', 'Decision Support Techniques', 'Emergency Service, Hospital', 'Female', 'Guideline Adherence', 'Humans', 'Male', 'Medical Informatics', 'Urinary Tract Infections']",[],1
26833760,"Impact of Stewardship Interventions on Antiretroviral Medication Errors in an Urban Medical Center: A 3-Year, Multiphase Study.","There is a high prevalence of HIV infection in Newark, New Jersey, with University Hospital admitting approximately 600 HIV-infected patients per year. Medication errors involving antiretroviral therapy (ART) could significantly affect treatment outcomes. The goal of this study was to evaluate the effectiveness of various stewardship interventions in reducing the prevalence of prescribing errors involving ART.",Pharmacotherapy,2016,Jason Zucker; Jaimie Mittal; Shin-Pung Jen; Lucy Cheng; David Cennimo,"['Adolescent', 'Adult', 'Anti-HIV Agents', 'Education, Medical, Continuing', 'Education, Pharmacy, Continuing', 'Electronic Prescribing', 'Female', 'HIV Infections', 'Hospitals, University', 'Hospitals, Urban', 'Humans', 'Male', 'Medication Errors', 'Middle Aged', 'New Jersey', 'Retrospective Studies', 'Young Adult']","['ART therapy', 'HIV management', 'stewardship']",1
29663044,Procalcitonin algorithm to guide initial antibiotic therapy in acute exacerbations of COPD admitted to the ICU: a randomized multicenter study.,To compare the efficacy of an antibiotic protocol guided by serum procalcitonin (PCT) with that of standard antibiotic therapy in severe acute exacerbations of COPD (AECOPDs) admitted to the intensive care unit (ICU).,Intensive care medicine,2018,Cédric Daubin; Xavier Valette; Fabrice Thiollière; Jean-Paul Mira; Pascal Hazera; Djillali Annane; Vincent Labbe; Bernard Floccard; François Fournel; Nicolas Terzi; Damien Du Cheyron; Jean-Jacques Parienti,"['Acute Disease', 'Aged', 'Algorithms', 'Anti-Bacterial Agents', 'Bacterial Infections', 'Biomarkers', 'Clinical Protocols', 'Female', 'Humans', 'Intensive Care Units', 'Male', 'Middle Aged', 'Procalcitonin', 'Prospective Studies', 'Pulmonary Disease, Chronic Obstructive']","['Antibiotic stewardship', 'Chronic obstructive pulmonary disease', 'Community-acquired pneumonia', 'Procalcitonin', 'Respiratory tract infection', 'Viral infection']",1
20172878,Using a clinical decision support system to determine the quality of antimicrobial dosing in intensive care patients with renal insufficiency.,"The benefits on clinical practice of a clinical decision support system (CDSS) are predominantly determined by the quality of the clinical rules used in this system. Therefore, it is essential to investigate the performance and potential benefits on quality of care of these rules.",Quality & safety in health care,2010,P J Helmons; Rene J Grouls; A N Roos; A J Bindels; S J Wessels-Basten; E W Ackerman; E H Korsten,"['Anti-Infective Agents', 'Clinical Competence', 'Decision Support Systems, Clinical', 'Drug Dosage Calculations', 'Humans', 'Intensive Care Units', 'Physicians', 'Quality Control', 'Renal Insufficiency', 'Retrospective Studies']",[],1
19264791,Impact of a computer-generated alert system prompting review of antibiotic use in hospitals.,The aim of this study was to measure the impact on antibiotic use of a computer-generated alert prompting post-prescription review and direct counselling in hospital wards.,The Journal of antimicrobial chemotherapy,2009,Philippe Lesprit; Trung Duong; Emmanuelle Girou; François Hemery; Christian Brun-Buisson,"['Anti-Bacterial Agents', 'Bacterial Infections', 'Computer Systems', 'Counseling', 'Drug Utilization Review', 'Electronic Prescribing', 'Guideline Adherence', 'Hospitals', 'Humans']",[],1
18988320,Decision support systems for antibiotic prescribing.,To explore recent developments in computerized evidence-based guidelines and decision support systems that have been designed to improve the effectiveness and efficiency of antibiotic prescribing.,Current opinion in infectious diseases,2008,Vitali Sintchenko; Enrico Coiera; Gwendolyn L Gilbert,"['Anti-Bacterial Agents', 'Bacterial Infections', 'Decision Making, Computer-Assisted', 'Decision Support Systems, Clinical', 'Humans', 'Prescriptions']",[],1
18667084,Improving antibiotic prescribing for adults with community acquired pneumonia: Does a computerised decision support system achieve more than academic detailing alone?--A time series analysis.,The ideal method to encourage uptake of clinical guidelines in hospitals is not known. Several strategies have been suggested. This study evaluates the impact of academic detailing and a computerised decision support system (CDSS) on clinicians' prescribing behaviour for patients with community acquired pneumonia (CAP).,BMC medical informatics and decision making,2008,Kirsty L Buising; Karin A Thursky; James F Black; Lachlan MacGregor; Alan C Street; Marcus P Kennedy; Graham V Brown,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Australia', 'Cohort Studies', 'Community-Acquired Infections', 'Decision Support Systems, Clinical', 'Drug Therapy, Computer-Assisted', 'Emergency Medical Services', 'Female', 'Guideline Adherence', 'Hospitals, Teaching', 'Humans', 'Logistic Models', 'Male', 'Middle Aged', 'Pneumonia', 'Practice Guidelines as Topic', ""Practice Patterns, Physicians'""]",[],1
18319126,Practical solutions to improve safety in the obstetrics/gynecology office setting and in the operating room.,"There are great opportunities to enhance patient safety in office practice, but the pattern of medical errors and techniques to reduce their frequency appears to differ from the hospital environment. A focus on decreasing the risks of prescribing errors and tracking errors may be particularly fruitful in the office setting, such as electronic prescribing, electronic medical records, the use of detailed patient instructions, unambiguous prescribing, and meticulous follow-up of test results. The surgical environment presents its own unique set of risks to patient safety, particularly because of the catastrophic consequences that may result from even infrequent events. Vigilance against stress and fatigue is particularly important. Patient safety in surgery is promoted by routine use of the ""universal protocol,"" antibiotic prophylaxis, thromboprophylaxis, open communication among all members of the surgical team, and clear guidelines for introducing new procedures and technology.",Obstetrics and gynecology clinics of North America,2008,Paul G Stumpf,"['Female', 'Gynecologic Surgical Procedures', 'Humans', 'Medical Errors', 'Obstetric Surgical Procedures', 'Office Visits', 'Safety Management']",[],1
25188627,High frequency of nonadherence to Clostridium difficile treatment guidelines.,"The 2010 Infectious Diseases Society of America/Society for Healthcare Epidemiology of America treatment guidelines for Clostridium difficile infections (CDI) recommend oral metronidazole for mild-to-moderate disease and oral vancomycin for severe disease. Given that disease severity is easily determined by the peripheral white blood cell count and serum creatinine level, a computerized decision support (CDS) pathway to guide treatment is inherently appealing. Because providers often override or ignore the computer-based alerts, the proposed CDS pathway should be justified before implementation.",Southern medical journal,2014,M Catherine McEllistrem; Molly McGraw; Andrew G Sahud; Noreen H Chan-Tompkins; Raktima Goswami; Nitin Bhanot,"['Anti-Bacterial Agents', 'Clostridioides difficile', 'Clostridium Infections', 'Critical Pathways', 'Decision Support Systems, Clinical', 'Guideline Adherence', 'Humans', 'Metronidazole', 'Patient Selection', 'Practice Guidelines as Topic', 'Retrospective Studies', 'Severity of Illness Index', 'Vancomycin']",[],1
25163858,Characterization of the morphology and genome of an Escherichia coli podovirus.,"Escherichia coli is an important opportunistic pathogen. It can cause sepsis and severe infection. The application of lytic bacteriophages to treat infectious diseases is an alternative to antibiotics. A lytic Escherichia coli phage, designated IME-EC2, was isolated from hospital sewage. Transmission electron microscopy revealed that IME-EC2 to be a member of the family Podoviridae. It had a 60-nm head and a 15-nm tail. Here, we present the complete genome sequence of this phage, which consists of 41,510 bp with an overall G+C content of 59.2 %. A total of 60 coding sequences (CDS) were identified, and the phage genome does not contain any tRNA genes. Forty percent of the unknown CDSs are unique to IME-EC2. This phage does not show significant similarity to other phages at the DNA level, which suggests that IME-EC2 could be a novel phage. One of the unique features identified in the IME-EC2 genome was a gene coding for a putative colanic-acid-degrading protein, which could allow the phage to degrade bacterial capsule and biofilms. Another unique feature is that IME-EC2 does not contain a terminase small subunit, which suggests that this phage may have a unique packaging mechanism. The present work provides novel information on phages and shows that this lytic phage or its products could be exploited to destroy bacterial biofilms and pathogenic E. coli.",Archives of virology,2014,Yuhui Hua; Xiaoping An; Guangqian Pei; Shasha Li; Wei Wang; Xiaomeng Xu; Huahao Fan; Yong Huang; Zhiyi Zhang; Zhiqiang Mi; Jiankui Chen; Jingyun Li; Feixiong Zhang; Yigang Tong,"['Base Composition', 'Cluster Analysis', 'Coliphages', 'DNA, Viral', 'Escherichia coli', 'Genes, Viral', 'Genome, Viral', 'Hospitals', 'Microscopy, Electron, Transmission', 'Molecular Sequence Data', 'Phylogeny', 'Podoviridae', 'Sequence Analysis, DNA', 'Sequence Homology', 'Sewage', 'Virion']",[],1
33575744,Reducing Broad-Spectrum Antimicrobial Use in Extracorporeal Membrane Oxygenation: Reduce AMMO Study.,"The use of extracorporeal membrane oxygenation (ECMO) in critically ill adults is increasing. There are currently no guidelines for antimicrobial prophylaxis. We analyzed 7 years of prophylactic antimicrobial use across 3 time series for patients on ECMO at our institution in the development, improvement, and streamlining of our ECMO antimicrobial prophylaxis protocol.",Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2021,Aditya Shah; Priya Sampathkumar; Ryan W Stevens; John K Bohman; Brian D Lahr; Prabij Dhungana; Kirtivardhan Vashistha; John C O'Horo,"['Adult', 'Anti-Infective Agents', 'Critical Care', 'Critical Illness', 'Extracorporeal Membrane Oxygenation', 'Humans', 'Interrupted Time Series Analysis']","['antimicrobial prophylaxis', 'antimicrobial stewardship', 'extracorporeal membrane oxygenation', 'nosocomial infections']",1
34717761,"Low frequency of community-acquired bacterial co-infection in patients hospitalized for COVID-19 based on clinical, radiological and microbiological criteria: a retrospective cohort study.","We defined the frequency of respiratory community-acquired bacterial co-infection in patients with COVID-19, i.e. patients with a positive SARS-CoV-2 PCR or a COVID-19 Reporting and Data System (CO-RADS) score ≥ 4, based on a complete clinical assessment, including prior antibiotic use, clinical characteristics, inflammatory markers, chest computed tomography (CT) results and microbiological test results.",Antimicrobial resistance and infection control,2021,Sophie Coenen; Jara R de la Court; David T P Buis; Lilian J Meijboom; Rogier P Schade; Caroline E Visser; Reinier van Hest; Marianne Kuijvenhoven; Jan M Prins; Suzan F M Nijman; Elske Sieswerda; Kim C E Sigaloff,"['Adult', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Bacterial Infections', 'COVID-19', 'Cohort Studies', 'Coinfection', 'Community-Acquired Infections', 'Female', 'Hospitalization', 'Humans', 'Male', 'Middle Aged', 'Pneumonia', 'Retrospective Studies', 'SARS-CoV-2']","['Antimicrobial stewardship', 'Antimicrobial use', 'COVID-19', 'Co-infection', 'Community-acquired pneumonia', 'SARS-CoV-2']",1
34549971,Phenotypic Variants of Bacterial Colonies in Microbiological Diagnostics: How Often Are They Indicative of Differing Antimicrobial Susceptibility Patterns?,"Phenotypic variants (PV) are colonies of the same species in the same specimen with different morphological features. It is controversial whether antimicrobial susceptibility testing (AST) should be done for all PV. The objectives of this study were to quantify the proportion of differing antimicrobial susceptibility patterns (dASP) among PV and to identify species and antimicrobial compounds that are mostly affected. All PV from routine diagnostics (University Hospital Münster, Germany; 1 September 2019 to 31 August 2020) were subjected to species identification (matrix-assisted laser desorption ionization-time of flight mass spectrometry [MALDI-TOF MS]) and AST (Vitek 2). To assess the dASP, only antimicrobial agents were considered for which Vitek-derived MIC were available (interpreted according to the EUCAST clinical breakpoints). The categorical agreement (CA; agreement with the AST categories S [susceptible, standard dosing regimen], I [susceptible, increased exposure], R [resistant]) of the PV was calculated. The PV of Escherichia coli (",Microbiology spectrum,2021,Neele J Froböse; Franziska Schuler; Alexander Mellmann; Marc T Hennies; Evgeny A Idelevich; Frieder Schaumburg,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Bacteria', 'Child', 'Child, Preschool', 'Diagnostic Tests, Routine', 'Escherichia coli', 'Female', 'Humans', 'Infant', 'Infant, Newborn', 'Klebsiella pneumoniae', 'Male', 'Microbial Sensitivity Tests', 'Middle Aged', 'Phenotype', 'Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization', 'Staphylococcal Infections', 'Staphylococcus aureus', 'Young Adult']","['antimicrobial stewardship', 'antimicrobial susceptibility testing', 'microbiological diagnostics', 'phenotypic variant', 'polyclonal infection']",1
34488527,An evidence-based multidisciplinary approach focused at creating algorithms for targeted therapy of infection-related ventilator associated complications (IVACs) caused by Enterobacterales in critically ill adult patients.,Prompt implementation of appropriate targeted antibiotic therapy representsa valuable approach in improving clinical and ecological outcome in critically septic patients. Thismultidisciplinary opinion article aims to develop evidence-based algorithms for targeted antibiotictherapy of infection-related ventilator associated complications (IVACs) caused by ,Expert review of anti-infective therapy,2022,Milo Gatti; Bruno Viaggi; Gian Maria Rossolini; Federico Pea; Pierluigi Viale,"['Adult', 'Algorithms', 'Anti-Bacterial Agents', 'Critical Illness', 'Humans', 'Microbial Sensitivity Tests', 'Ventilators, Mechanical', 'beta-Lactamases']","['Antimicrobial stewardship', 'PK/PD dosing optimization', 'critically ill patients', 'infection-related ventilator associated complications', 'multidisciplinary taskforce', 'targeted antibiotic therapy']",1
30156171,A noninferiority cluster-randomized controlled trial on antibiotic postprescription review and authorization by trained general pharmacists and infectious disease clinical fellows.,We compared the effectiveness of antibiotic postprescription review and authorization (PPRA) determined by infectious disease (ID) clinical fellows with that of trained general pharmacists.,Infection control and hospital epidemiology,2018,Pinyo Rattanaumpawan; Prasit Upapan; Visanu Thamlikitkul,"['Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Communicable Diseases', 'Female', 'Humans', 'Male', 'Middle Aged', ""Patients' Rooms"", 'Pharmacists', 'Pharmacy Service, Hospital', 'Standard of Care', 'Thailand']",[],1
29974725,L-Methionine associated with Hibiscus sabdariffa and Boswellia serrata extracts are not inferior to antibiotic treatment for symptoms relief in patients affected by recurrent uncomplicated urinary tract infections: Focus on antibiotic-sparing approach.,To evaluate the efficacy of a phytotherapic combination of L-Methionine associated with Hibiscus sabdariffa and Boswellia serrata for treatment of acute episodes of uncomplicated urinary tract infections (UTI) in women affected by recurrent UTIs.,"Archivio italiano di urologia, andrologia : organo ufficiale [di] Societa italiana di ecografia urologica e nefrologica",2018,Tommaso Cai; Andrea Cocci; Daniele Tiscione; Marco Puglisi; Fabrizio Di Maida; Gianni Malossini; Paolo Verze; Alessandro Palmieri; Vincenzo Mirone; Truls E Bjerklund Johansen,"['Adult', 'Anti-Bacterial Agents', 'Anti-Infective Agents, Urinary', 'Bacteriuria', 'Boswellia', 'Female', 'Follow-Up Studies', 'Hibiscus', 'Humans', 'Methionine', 'Middle Aged', 'Phytotherapy', 'Quality of Life', 'Recurrence', 'Treatment Outcome', 'Urinary Tract Infections', 'Young Adult']","['Antibiotic stewardship', 'Boswellia serrata', 'Hibiscus sabdariffa', 'L-Methionine', 'Plant extracts', 'Treatment', 'Urinary tract infection']",1
30820545,"Association Between Antibiotic Use and Hospital-onset Clostridioides difficile Infection in US Acute Care Hospitals, 2006-2012: An Ecologic Analysis.",Unnecessary antibiotic use (AU) contributes to increased rates of Clostridioides difficile infection (CDI). The impact of antibiotic restriction on hospital-onset CDI (HO-CDI) has not been assessed in a large group of US acute care hospitals (ACHs).,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,2020,Sophia V Kazakova; James Baggs; L Clifford McDonald; Sarah H Yi; Kelly M Hatfield; Alice Guh; Sujan C Reddy; John A Jernigan,"['Adult', 'Aged', 'Anti-Bacterial Agents', 'Cephalosporins', 'Clostridioides difficile', 'Clostridium Infections', 'Cross Infection', 'Cross-Sectional Studies', 'Drug Prescriptions', 'Ecological and Environmental Phenomena', 'Female', 'Fluoroquinolones', 'Hospitalization', 'Hospitals', 'Humans', 'Interrupted Time Series Analysis', 'Male', 'Metronidazole', 'Middle Aged', 'United States', 'Vancomycin']","['Clostridioides difficile infection', 'Clostridium difficile infection', 'antibiotic use', 'antimicrobial stewardship', 'hospital-onset CDI']",1
30755451,Effectiveness and safety of electronically delivered prescribing feedback and decision support on antibiotic use for respiratory illness in primary care: REDUCE cluster randomised trial.,To evaluate the effectiveness and safety at population scale of electronically delivered prescribing feedback and decision support interventions at reducing antibiotic prescribing for self limiting respiratory tract infections.,BMJ (Clinical research ed.),2019,Martin C Gulliford; A Toby Prevost; Judith Charlton; Dorota Juszczyk; Jamie Soames; Lisa McDermott; Kirin Sultana; Mark Wright; Robin Fox; Alastair D Hay; Paul Little; Michael V Moore; Lucy Yardley; Mark Ashworth,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Decision Support Techniques', 'Electronic Health Records', 'Feedback', 'Female', 'General Practice', 'Humans', 'Male', 'Middle Aged', ""Practice Patterns, Physicians'"", 'Primary Health Care', 'Respiratory Tract Infections', 'United Kingdom', 'Young Adult']",[],1
35334420,Reduction of intrapartum antibiotic prophylaxis by combining risk factor assessment with a rapid bedside intrapartum polymerase chain reaction testing for group B streptococci.,To investigate the impact of administering Intrapartum Antibiotic Prophylaxis (IAP) to laboring women with one or more risk factors for Early Onset Group B Streptococcal neonatal infection (EOGBS) based on the result of a rapid bedside test for Group B Streptococci (GBS).,"European journal of obstetrics, gynecology, and reproductive biology",2022,C M Hartvigsen; S Y Nielsen; J K Møller; M R Khalil,"['Antibiotic Prophylaxis', 'Bacteriuria', 'Female', 'Humans', 'Infant, Newborn', 'Infectious Disease Transmission, Vertical', 'Male', 'Obstetric Labor, Premature', 'Polymerase Chain Reaction', 'Pregnancy', 'Pregnancy Complications, Infectious', 'Risk Factors', 'Streptococcal Infections', 'Streptococcus agalactiae']","['Antibiotic prophylaxis', 'Antimicrobial Stewardship', 'Infectious disease transmission', 'Labor', 'Neonatal sepsis', 'Obstetric', 'Polymerase chain reaction', 'Streptococcus agalactiae', 'Vertical']",1
35246169,Bacterial and fungal co-infections with SARS-CoV-2 in solid organ recipients: a retrospective study.,"SARS-CoV-2, a novel corona virus, has caused clusters of fatal pneumonia worldwide. Immune compromised patients are among the high risk groups with poor prognosis of the disease. The presence of bacterial or fungal co-infections with SARS-CoV-2 is associated with increased mortality.",Virology journal,2022,Mojtaba Shafiekhani; Zahra Shekari; Arash Boorboor; Zahra Zare; Sara Arabsheybani; Nazanin Azadeh,"['COVID-19', 'Coinfection', 'Humans', 'Mycoses', 'Retrospective Studies', 'SARS-CoV-2', 'Transplant Recipients']","['COVID-19', 'Co-infections', 'Solid organ transplantation']",1
28847326,"The Antimicrobial Scrub Contamination and Transmission (ASCOT) Trial: A Three-Arm, Blinded, Randomized Controlled Trial With Crossover Design to Determine the Efficacy of Antimicrobial-Impregnated Scrubs in Preventing Healthcare Provider Contamination.","OBJECTIVE To determine whether antimicrobial-impregnated textiles decrease the acquisition of pathogens by healthcare provider (HCP) clothing. DESIGN We completed a 3-arm randomized controlled trial to test the efficacy of 2 types of antimicrobial-impregnated clothing compared to standard HCP clothing. Cultures were obtained from each nurse participant, the healthcare environment, and patients during each shift. The primary outcome was the change in total contamination on nurse scrubs, measured as the sum of colony-forming units (CFU) of bacteria. PARTICIPANTS AND SETTING Nurses working in medical and surgical ICUs in a 936-bed tertiary-care hospital. INTERVENTION Nurse subjects wore standard cotton-polyester surgical scrubs (control), scrubs that contained a complex element compound with a silver-alloy embedded in its fibers (Scrub 1), or scrubs impregnated with an organosilane-based quaternary ammonium and a hydrophobic fluoroacrylate copolymer emulsion (Scrub 2). Nurse participants were blinded to scrub type and randomly participated in all 3 arms during 3 consecutive 12-hour shifts in the intensive care unit. RESULTS In total, 40 nurses were enrolled and completed 3 shifts. Analyses of 2,919 cultures from the environment and 2,185 from HCP clothing showed that scrub type was not associated with a change in HCP clothing contamination (P=.70). Mean difference estimates were 0.118 for the Scrub 1 arm (95% confidence interval [CI], -0.206 to 0.441; P=.48) and 0.009 for the Scrub 2 rm (95% CI, -0.323 to 0.342; P=.96) compared to the control. HCP became newly contaminated with important pathogens during 19 of the 120 shifts (16%). CONCLUSIONS Antimicrobial-impregnated scrubs were not effective at reducing HCP contamination. However, the environment is an important source of HCP clothing contamination. TRIAL REGISTRATION Clinicaltrials.gov Identifier: NCT 02645214 Infect Control Hosp Epidemiol 2017;38:1147-1154.",Infection control and hospital epidemiology,2017,Deverick J Anderson; Rachel Addison; Yuliya Lokhnygina; Bobby Warren; Batu Sharma-Kuinkel; Laura J Rojas; Susan D Rudin; Sarah S Lewis; Rebekah W Moehring; David J Weber; William A Rutala; Robert A Bonomo; Vance G Fowler; Daniel J Sexton,"['Anti-Bacterial Agents', 'Colony Count, Microbial', 'Cross Infection', 'Cross-Over Studies', 'Equipment Contamination', 'Humans', 'Intensive Care Units', 'North Carolina', 'Nurses', 'Organosilicon Compounds', 'Protective Clothing', 'Single-Blind Method', 'Tertiary Care Centers', 'Textiles']",[],1
28808074,Trends in Antibiotic Use by Birth Season and Birth Year.,"We examined 2 birth cohort effects on antibiotic prescribing during the first year of life (henceforth, infancy) in Denmark: (1) the birth season effect on timing and overall occurrence of antibiotic prescribing, and (2) the birth year effect amid emerging nationwide pneumococcal vaccination programs and changing prescribing guidelines.",Pediatrics,2017,Alan C Kinlaw; Til Stürmer; Jennifer L Lund; Lars Pedersen; Michael D Kappelman; Julie L Daniels; Trine Frøslev; Christina D Mack; Henrik Toft Sørensen,"['Age Factors', 'Anti-Bacterial Agents', 'Denmark', 'Guideline Adherence', 'Humans', 'Immunization Programs', 'Infant', 'Interrupted Time Series Analysis', 'Kaplan-Meier Estimate', 'Pneumococcal Vaccines', 'Practice Guidelines as Topic', ""Practice Patterns, Physicians'"", 'Registries', 'Seasons', 'Time Factors']",[],1
14728451,Computerized antimicrobial decision support for hospitalized patients with a bloodstream infection.,"We developed a computerized antimicrobial decision support program founded on our local bacterial susceptibility data. In a retrospective analysis of patients with a bloodstream infection, we compared the actual antimicrobials prescribed to the antimicrobials recommended by the program. We found the computer-guided therapy to be clinically and statistically more effective than the therapy initiated by the physicians. We conclude that computerized decision support can improve the targeting of empiric antimicrobial therapy.",AMIA ... Annual Symposium proceedings. AMIA Symposium,2003,Charles J Mullett; John G Thomas; Connie L Smith; Arif R Sarwari; Rashida A Khakoo,"['Anti-Infective Agents', 'Drug Therapy, Computer-Assisted', 'Humans', 'Retrospective Studies', 'Sepsis']",[],1
10442042,[Laboratory automation and information technology in clinical microbiology--computerized support system and clinical competence of laboratory physician].,"Laboratory automation and new information technology have considerable potential to improve care through protocols that reduce errors and guide diagnosis and therapy. Computer-based decision-support systems are now in place in many hospitals in the USA. For example, optimal decisions about the use of antibiotics in critically ill patients require access to a large amount of complex information, therefore a computerized decision-support program linked to computer-based patient records can assist physicians in the use of antiinfective agents and improve the quality of care. The support systems can educate physicians, guide their clinical reasoning, and measure the quality of the care that they provide. The installation of the computer components of the system is relatively easy, but the human components of the system may be much more difficult to transfer from hospital to hospital. The successful operation of the system should require a high level of clinical competence in every staff member of the hospital. The project should encompass a broad range of complex clinical conditions and decision algorithms. It must not be focused solely on the sophistication of laboratory methods. We, laboratory physicians/clinical pathologists must modify our behavior effectively and accept the value and limitations of laboratory automation and information technology. We must work more closely with physicians and other health care professionals as the best clients of our clinical laboratories and establish a good collaborative partnership with them.",Rinsho byori. The Japanese journal of clinical pathology,1999,K Kumasaka,"['Clinical Competence', 'Clinical Laboratory Information Systems', 'Clinical Laboratory Techniques', 'Decision Support Systems, Clinical', 'Microbiology']",[],1
9435330,A computer-assisted management program for antibiotics and other antiinfective agents.,"Optimal decisions about the use of antibiotics and other antiinfective agents in critically ill patients require access to a large amount of complex information. We have developed a computerized decision-support program linked to computer-based patient records that can assist physicians in the use of antiinfective agents and improve the quality of care. This program presents epidemiologic information, along with detailed recommendations and warnings. The program recommends antiinfective regimens and courses of therapy for particular patients and provides immediate feedback. We prospectively studied the use of the computerized antiinfectives-management program for one year in a 12-bed intensive care unit.",The New England journal of medicine,1998,R S Evans; S L Pestotnik; D C Classen; T P Clemmer; L K Weaver; J F Orme; J F Lloyd; J P Burke,"['Anti-Bacterial Agents', 'Anti-Infective Agents', 'Decision Support Systems, Clinical', 'Drug Therapy, Computer-Assisted', 'Health Care Costs', 'Humans', 'Medical Records Systems, Computerized', 'Outcome and Process Assessment, Health Care', 'Prospective Studies', 'Quality of Health Care', 'Software']",[],1
40990689,Clinical trials that could change the management of severe multidrug-resistant Gram-negative infections.,"This article reviews recent and ongoing randomized controlled trials (RCTs) investigating novel antibiotics and treatment strategies for severe Gram-negative infections, particularly those caused by multidrug-resistant (MDR) organisms. It discusses how these trials are reshaping clinical practice and outlines current limitations in their applicability to real-world scenarios.",Current opinion in infectious diseases,2025,Matteo Bassetti; Antonio Vena; Daniele Roberto Giacobbe,[],"['Enterobacterales', 'antimicrobial resistance', 'carbapenem resistance']",1
24898019,Impact of a computerized decision support system on compliance with guidelines on antibiotics prescribed for urinary tract infections in emergency departments: a multicentre prospective before-and-after controlled interventional study.,"Urinary tract infections (UTIs) are one of the leading reasons for antibiotic prescriptions in emergency departments (EDs), with half of these antibiotics being inappropriately prescribed. Our objective was to assess the impact of a computerized decision support system (CDSS) on compliance with guidelines on empirical antibiotic prescriptions (antibiotic and duration) for UTIs in EDs.",The Journal of antimicrobial chemotherapy,2014,Elisa Demonchy; Jean-Charles Dufour; Jean Gaudart; Emmanuel Cervetti; Pierre Michelet; Nicolas Poussard; Jacques Levraut; Céline Pulcini,"['Adult', 'Aged', 'Anti-Bacterial Agents', 'Computer Simulation', 'Decision Support Techniques', 'Emergency Service, Hospital', 'Female', 'Guideline Adherence', 'Humans', 'Male', 'Medical Informatics', 'Middle Aged', 'Prospective Studies', 'Risk Factors', 'Urinary Tract Infections', 'Young Adult']","['antibiotic stewardship', 'emergency medicine', 'hospital', 'quality']",1
24416945,The effects of electronic prescribing by community-based providers on ambulatory medication safety.,"US federal policies are incentivizing use of electronic prescribing (e-prescribing) to improve safety. However, little is known about e-prescribing's actual impact on medication safety over time. A study was conducted to assess the effect of implementing a commercial electronic health record (EHR) with e-prescribing on rates and types of prescribing errors. Understanding safety effects from e-prescribing will be important as providers increasingly e-prescribe.",Joint Commission journal on quality and patient safety,2013,Erika L Abramson; Elizabeth R Pfoh; Yolanda Barrón; Jill Quaresimo; Rainu Kaushal,"['Ambulatory Care', 'Electronic Prescribing', 'Humans', 'Medication Errors', 'New York', 'Patient Safety', 'Quality Improvement', 'Retrospective Studies', 'United States']",[],1
