study_id,pmid,title,screening_date,include,reasons,exclusion_reasons
STUDY_0689,41051777,Rapid Diagnostic Stewardship and Blood Culture Use in a Pediatric Medical Center.,2025-10-13T10:03:42.992761,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_0690,24504135,Novel antibiotic treatment for skin and soft tissue infection.,2025-10-13T10:03:42.992897,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_0691,24309198,"A high-dose preparation of lactobacilli and bifidobacteria in the prevention of antibiotic-associated and Clostridium difficile diarrhoea in older people admitted to hospital: a multicentre, randomised, double-blind, placebo-controlled, parallel arm trial (PLACIDE).",2025-10-13T10:03:42.994106,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified']"
STUDY_0692,24132675,[Clostridium difficile infection (CDI) in the course of time - an issue only for the internist?].,2025-10-13T10:03:42.994502,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_0693,23933824,Procalcitonin for antibiotic treatment in intensive care unit patients.,2025-10-13T10:03:42.994675,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0694,40199690,Implementing an antibiotic stewardship program to reduce the duration of antibiotics in community-acquired pneumonia: Experience in a French pediatric hospital.,2025-10-13T10:03:42.994896,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_0695,40189707,"Hand hygiene versus additional non-sterile gloves and gowns use to prevent sepsis in preterm infants colonized with multi-resistant drug bacteria: the study protocol of the cluster-randomized, cross-over, non-inferiority BALTIC trial.",2025-10-13T10:03:42.995200,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Pediatric population']
STUDY_0696,40046123,"Determining the impact of the COVID-19 pandemic on the consumption of antibiotics in Shaanxi province, China: an interrupted time-series analysis.",2025-10-13T10:03:42.995605,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_0697,40032196,Revisiting antimicrobial stewardship in the paediatric intensive care unit: insights from an unconventional approach.,2025-10-13T10:03:42.995826,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0698,39961847,"INHALE WP3, a multicentre, open-label, pragmatic randomised controlled trial assessing the impact of rapid, ICU-based, syndromic PCR, versus standard-of-care on antibiotic stewardship and clinical outcomes in hospital-acquired and ventilator-associated pneumonia.",2025-10-13T10:03:42.995948,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0699,33918619,Potential Roles for Probiotics in the Treatment of COVID-19 Patients and Prevention of Complications Associated with Increased Antibiotic Use.,2025-10-13T10:03:42.996066,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0700,33750479,Development of a core outcome set for clinical trials aimed at improving antimicrobial stewardship in care homes.,2025-10-13T10:03:42.996175,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0701,33635327,Association of a Safety Program for Improving Antibiotic Use With Antibiotic Use and Hospital-Onset Clostridioides difficile Infection Rates Among US Hospitals.,2025-10-13T10:03:43.016264,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0702,33558347,Piperacillin-tazobactam versus meropenem for treatment of bloodstream infections caused by third-generation cephalosporin-resistant Enterobacteriaceae: a study protocol for a non-inferiority open-label randomised controlled trial (PeterPen).,2025-10-13T10:03:43.017045,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0703,33303471,Development of a national neonatal intensive care unit-specific antimicrobial stewardship programme in Canada: protocol for a cohort study.,2025-10-13T10:03:43.017394,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0704,35294769,Sulopenem: An Intravenous and Oral Penem for the Treatment of Urinary Tract Infections Due to Multidrug-Resistant Bacteria.,2025-10-13T10:03:43.017527,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Not original research']"
STUDY_0705,35255988,Antimicrobial resistance (AMR) in COVID-19 patients: a systematic review and meta-analysis (November 2019-June 2021).,2025-10-13T10:03:43.017976,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_0706,34963640,Impact of antibiotic use on patient-level risk of death in 36 million hospital admissions in England.,2025-10-13T10:03:43.018197,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0707,34906101,Predisposing factors to acquisition of acute respiratory tract infections in the community: a systematic review and meta-analysis.,2025-10-13T10:03:43.018373,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'Not original research']"
STUDY_0708,34895002,Antimicrobial consumption in patients with COVID-19: a systematic review and meta-analysis.,2025-10-13T10:03:43.018504,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_0709,37008585,The Alberta Telestewardship Network: Building a platform to enable capacity building in antimicrobial stewardship-results of an initial pilot study.,2025-10-13T10:03:43.018624,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0710,38006347,"Acinetobacter baumannii in suspected bacterial infections: Association between multidrug resistance, virulence genes, & biofilm production.",2025-10-13T10:03:43.018802,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_0711,38688819,Evaluation of FebriDx® for the management of children with acute febrile respiratory infection.,2025-10-13T10:03:43.019213,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_0712,25136450,Contribution of antimicrobial stewardship programs to reduction of antimicrobial therapy costs in community hospital with 429 Beds --before-after comparative two-year trial in Japan.,2025-10-13T10:03:43.019403,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0713,24521593,Antimicrobial stewardship program to reduce antiretroviral medication errors in hospitalized patients with human immunodeficiency virus infection.,2025-10-13T10:03:43.019750,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0714,23633313,Interventions to improve antibiotic prescribing practices for hospital inpatients.,2025-10-13T10:03:43.020029,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_0715,8738202,A prospective audit of wound infection rates after caesarean section in five West Yorkshire hospitals.,2025-10-13T10:03:43.020273,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0716,8733458,An audit of prophylactic antibiotic treatment following tonsillectomy in children.,2025-10-13T10:03:43.020639,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_0717,2497926,"Relationship between bile colonization, high-risk factors and postoperative sepsis in patients undergoing biliary tract operations while receiving a prophylactic antibiotic. West of Scotland Surgical Infection Study Group.",2025-10-13T10:03:43.021056,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified']"
STUDY_0718,38384586,Phenotypic and Genotypic Characterization of Extended Spectrum Beta-Lactamase-Producing Clinical Isolates of ,2025-10-13T10:03:43.021394,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0719,24813928,['Third day intervention': an analysis of the factors associated with following the recommendations on the prescribing of antibiotics].,2025-10-13T10:03:43.021646,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0720,36960089,Impact of a syndrome-specific antibiotic stewardship intervention on antipseudomonal antibiotic use in inpatient diabetic foot infection management.,2025-10-13T10:03:43.021938,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0721,36935089,Evaluation of the effectiveness and safety of a multi-faceted computerized antimicrobial stewardship intervention in surgical settings: A single-centre cluster-randomized controlled trial.,2025-10-13T10:03:43.022393,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0722,36830288,Overruling of Procalcitonin-Guided Antibiotics for Lower Respiratory Tract Infections in Primary Care: Ancillary Study of a Randomized Controlled Trial.,2025-10-13T10:03:43.022863,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0723,36813284,Effect of a multifaceted antibiotic stewardship intervention to improve antibiotic prescribing for suspected urinary tract infections in frail older adults (ImpresU): pragmatic cluster randomised controlled trial in four European countries.,2025-10-13T10:03:43.023202,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0724,35877123,Analysis of an Antibiotic Stewardship Program for Asymptomatic Bacteriuria in the Veterans Affairs Health Care System.,2025-10-13T10:03:43.023361,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0725,35836746,Impact of Clinical Decision Support System Implementation at a Community Hospital With an Existing Tele-Antimicrobial Stewardship Program.,2025-10-13T10:03:43.023511,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0726,35820556,Impact of hospital environmental cleaning with a potassium peroxymonosulphate-based environmental disinfectant and antimicrobial stewardship on the reduction of hospital-onset Clostridioides difficile infections.,2025-10-13T10:03:43.023677,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0727,35740197,Effectiveness of Educational Interventions for Health Workers on Antibiotic Prescribing in Outpatient Settings in China: A Systematic Review and Meta-Analysis.,2025-10-13T10:03:43.023897,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0728,35617987,"Fast multiplex bacterial PCR of bronchoalveolar lavage for antibiotic stewardship in hospitalised patients with pneumonia at risk of Gram-negative bacterial infection (Flagship II): a multicentre, randomised controlled trial.",2025-10-13T10:03:43.024164,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0729,38367844,"Enterobacterales carrying chromosomal AmpC β-lactamases in Europe (EuESCPM): Epidemiology and antimicrobial resistance burden from a cohort of 27 hospitals, 2020-2022.",2025-10-13T10:03:43.024277,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_0730,38355044,"Clinical evaluation of the BioFire Respiratory Pathogen Panel for the guidance of empirical antimicrobial therapy in critically ill patients with hospital-acquired pneumonia: A multicenter, quality improvement project.",2025-10-13T10:03:43.024404,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0731,30205697,Effect of Audit and Feedback on Physician Adherence to Clinical Practice Guidelines for Pneumonia and Sepsis.,2025-10-13T10:03:43.024747,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0732,29462306,A multicentre stewardship initiative to decrease excessive duration of antibiotic therapy for the treatment of community-acquired pneumonia.,2025-10-13T10:03:43.024995,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0733,26899527,Evaluating the impact of an antimicrobial stewardship program on the length of stay of immune-competent adult patients admitted to a hospital ward with a diagnosis of community-acquired pneumonia: A quasi-experimental study.,2025-10-13T10:03:43.025170,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0734,36367099,A Systematic Review of Antimicrobial Stewardship Interventions to Improve Management of Bacteriuria in Hospitalized Adults.,2025-10-13T10:03:43.025251,False,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Not original research']"
STUDY_0735,37739225,Short-Course Empiric Antibiotics in Children Undergoing Allogeneic Hematopoietic Cell Transplantation.,2025-10-13T10:03:43.025318,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Pediatric population', 'Outpatient or long-term care setting']"
STUDY_0736,37711403,Impact of Antimicrobial Stewardship Program Intervention Acceptance on Hospital Length of Stay.,2025-10-13T10:03:43.025526,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0737,37327029,The Impact of Point-of-Care Testing for Influenza on Antimicrobial Stewardship (PIAMS) in UK Primary Care: Protocol for a Mixed Methods Study.,2025-10-13T10:03:43.025584,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0738,37214059,Changing Trends in Antimicrobial Susceptibility Patterns of Bloodstream Infection (BSI) in Secondary Care Hospitals of India.,2025-10-13T10:03:43.025667,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting', 'Not original research']"
STUDY_0739,37205639,A state-wide implementation of a whole of hospital sepsis pathway with a mortality based cost-effectiveness analysis from a healthcare sector perspective.,2025-10-13T10:03:43.025789,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified']"
STUDY_0740,36810173,Antimicrobial Stewardship for Ventilator Associated Pneumonia in Intensive Care (the ASPIC trial): study protocol for a randomised controlled trial.,2025-10-13T10:03:43.025913,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']",['outcomes: No relevant outcomes identified']
STUDY_0741,35451671,Short- and long-term impact of a multifaceted approach targeting fluoroquinolone use in a community hospital: an interrupted time-series analysis.,2025-10-13T10:03:43.026367,True,"['study_design: RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0742,35411402,"Remote Stewardship for Medically Underserved Nurseries: A Stepped-Wedge, Cluster Randomized Study.",2025-10-13T10:03:43.026608,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['outcomes: No relevant outcomes identified', 'Pediatric population']"
STUDY_0743,35382915,Decline in oral antimicrobial prescription in the outpatient setting after nationwide implementation of financial incentives and provider education: An interrupted time-series analysis.,2025-10-13T10:03:43.026722,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0744,35164805,Optimizing responsiveness to feedback about antibiotic prescribing in primary care: protocol for two interrelated randomized implementation trials with embedded process evaluations.,2025-10-13T10:03:43.026808,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified']"
STUDY_0745,33563619,Deimplementation strategy to reduce overtreatment of asymptomatic bacteriuria: a study protocol for a stepped-wedge cluster randomised trial.,2025-10-13T10:03:43.027149,True,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",[]
STUDY_0746,33243799,"Open-label, single-centre, cluster-randomised controlled trial to Evaluate the Potential Impact of Computerisedantimicrobial stewardship (EPIC) on the antimicrobial use after cardiovascular surgeries: EPIC trial study original protocol.",2025-10-13T10:03:43.027742,False,"['study_design: RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['Outpatient or long-term care setting']
STUDY_0747,33139143,A multifaceted intervention improves antibiotic stewardship for skin and soft tissues infections.,2025-10-13T10:03:43.027885,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']",['study_design: No RCT or ITS design identified']
STUDY_0748,31670273,Antibiotic stewardship initiative in a Medicine unit of a tertiary care teaching hospital in India: A pilot study.,2025-10-13T10:03:43.027986,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0749,37993766,Phenotypic and genotypic characterization of multidrug resistant and extended-spectrum β-lactamase-producing Enterobacterales isolated from clinical samples in the western region in Cameroon.,2025-10-13T10:03:43.028117,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'Outpatient or long-term care setting']"
STUDY_0750,37936207,Bacterial profile of surgical site infection and antimicrobial resistance patterns in Ethiopia: a multicentre prospective cross-sectional study.,2025-10-13T10:03:43.028307,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']"
STUDY_0751,37882541,Leveraging stewardship to promote ceftriaxone use in severe infections with low- and no-risk AmpC Enterobacterales.,2025-10-13T10:03:43.028821,False,"['study_design: No RCT or ITS design identified', 'population: Hospital setting (assuming adult population)', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0752,37723015,Clinical impact of the combination of rapid species identification and antifungal stewardship intervention in adults with candidemia.,2025-10-13T10:03:43.029101,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Outpatient or long-term care setting']"
STUDY_0753,37686203,Rapid Point-of-Care PCR Testing of Drug-Resistant Strains on Endotracheal Aspirate Samples: A Repurposed Effective Tool in the Stepwise Approach of Healthcare-Acquired Pneumonia-A Pilot Study.,2025-10-13T10:03:43.029220,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified']"
STUDY_0754,37393362,Prevalence and epidemiological investigation of mgrB-dependent colistin resistance in extensively drug resistant Klebsiella pneumoniae in Iran.,2025-10-13T10:03:43.029340,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0755,37305848,Phenotypic and molecular characterization of ESBL producing ,2025-10-13T10:03:43.029437,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_0756,37214055,Antibiotic Use and Respiratory Viral PCR Testing Among Pediatric Patients With Nosocomial Fever.,2025-10-13T10:03:43.029516,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'Pediatric population', 'Not original research']"
STUDY_0757,37107010,Impact of Adding a Rapid PCR-Based Blood Culture Identification Panel to the Antimicrobial Stewardship Program of Patients with Febrile Neutropenia in a Peruvian Referral Hospital.,2025-10-13T10:03:43.029667,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0758,37619962,Potential impact of real-time processing and rapid susceptibility testing of blood samples in Gram-negative bloodstream infections in intensive care patients.,2025-10-13T10:03:43.029753,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'outcomes: No relevant outcomes identified']"
STUDY_0759,37575518,Prevalence of multidrug-resistant and extensively drug-resistant phenotypes of Gram-negative bacilli isolated in clinical specimens at ,2025-10-13T10:03:43.029845,False,"['study_design: No RCT or ITS design identified', 'population: Hospital adult population identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'intervention: No stewardship intervention identified', 'outcomes: No relevant outcomes identified', 'Outpatient or long-term care setting']"
STUDY_0760,37533063,Risk factors associated with colistin resistance in carbapenemase-producing Enterobacterales: a multicenter study from a low-income country.,2025-10-13T10:03:43.029948,False,"['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified', 'outcomes: Relevant outcomes identified']","['study_design: No RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: No stewardship intervention identified']"
STUDY_0761,35480706,Antibiotic prescribing for respiratory tract infection across a national primary care network in 2019.,2025-10-13T10:03:43.030386,False,"['study_design: RCT or ITS design identified', 'population: Not hospital/acute care setting', 'intervention: Stewardship intervention identified', 'outcomes: No relevant outcomes identified']","['population: Not hospital/acute care setting', 'outcomes: No relevant outcomes identified']"
