study_id,pmid,form_section,field_name,value,confidence,notes,extraction_date
STUDY_0161,35043039,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0161,35043039,outcome_data,effect_estimate,0.69,High,Generated,2025-10-13
STUDY_0161,35043039,outcome_data,confidence_interval_lower,0.53,High,Generated,2025-10-13
STUDY_0161,35043039,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0161,35043039,outcome_data,baseline_value,9.0,High,Generated,2025-10-13
STUDY_0161,35043039,outcome_data,post_value,7.6,High,Generated,2025-10-13
STUDY_0162,35043040,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0162,35043040,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0162,35043040,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0162,35043040,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0162,35043040,outcome_data,effect_estimate,0.68,High,Generated,2025-10-13
STUDY_0162,35043040,outcome_data,confidence_interval_lower,0.51,High,Generated,2025-10-13
STUDY_0162,35043040,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0162,35043040,outcome_data,baseline_value,10.0,High,Generated,2025-10-13
STUDY_0162,35043040,outcome_data,post_value,8.3,High,Generated,2025-10-13
STUDY_0163,35043041,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0163,35043041,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0163,35043041,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0163,35043041,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0163,35043041,outcome_data,effect_estimate,0.67,High,Generated,2025-10-13
STUDY_0163,35043041,outcome_data,confidence_interval_lower,0.49,High,Generated,2025-10-13
STUDY_0163,35043041,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0163,35043041,outcome_data,baseline_value,11.0,High,Generated,2025-10-13
STUDY_0163,35043041,outcome_data,post_value,9.0,High,Generated,2025-10-13
STUDY_0164,35043042,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0164,35043042,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0164,35043042,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0164,35043042,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0164,35043042,outcome_data,effect_estimate,0.66,High,Generated,2025-10-13
STUDY_0164,35043042,outcome_data,confidence_interval_lower,0.47,High,Generated,2025-10-13
STUDY_0164,35043042,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0164,35043042,outcome_data,baseline_value,12.0,High,Generated,2025-10-13
STUDY_0164,35043042,outcome_data,post_value,9.7,High,Generated,2025-10-13
STUDY_0165,35043043,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0165,35043043,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0165,35043043,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0165,35043043,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0165,35043043,outcome_data,effect_estimate,0.65,High,Generated,2025-10-13
STUDY_0165,35043043,outcome_data,confidence_interval_lower,0.45,High,Generated,2025-10-13
STUDY_0165,35043043,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0165,35043043,outcome_data,baseline_value,13.0,High,Generated,2025-10-13
STUDY_0165,35043043,outcome_data,post_value,10.4,High,Generated,2025-10-13
STUDY_0166,35043044,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0166,35043044,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0166,35043044,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0166,35043044,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0166,35043044,outcome_data,effect_estimate,0.64,High,Generated,2025-10-13
STUDY_0166,35043044,outcome_data,confidence_interval_lower,0.43,High,Generated,2025-10-13
STUDY_0166,35043044,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0166,35043044,outcome_data,baseline_value,14.0,High,Generated,2025-10-13
STUDY_0166,35043044,outcome_data,post_value,11.1,High,Generated,2025-10-13
STUDY_0167,35043045,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0167,35043045,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0167,35043045,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0167,35043045,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0167,35043045,outcome_data,effect_estimate,0.63,High,Generated,2025-10-13
STUDY_0167,35043045,outcome_data,confidence_interval_lower,0.41,High,Generated,2025-10-13
STUDY_0167,35043045,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0167,35043045,outcome_data,baseline_value,15.0,High,Generated,2025-10-13
STUDY_0167,35043045,outcome_data,post_value,11.7,High,Generated,2025-10-13
STUDY_0168,35043046,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0168,35043046,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0168,35043046,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0168,35043046,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0168,35043046,outcome_data,effect_estimate,0.62,High,Generated,2025-10-13
STUDY_0168,35043046,outcome_data,confidence_interval_lower,0.39,High,Generated,2025-10-13
STUDY_0168,35043046,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0168,35043046,outcome_data,baseline_value,16.0,High,Generated,2025-10-13
STUDY_0168,35043046,outcome_data,post_value,12.3,High,Generated,2025-10-13
STUDY_0169,35043047,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0169,35043047,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0169,35043047,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0169,35043047,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0169,35043047,outcome_data,effect_estimate,0.61,High,Generated,2025-10-13
STUDY_0169,35043047,outcome_data,confidence_interval_lower,0.37,High,Generated,2025-10-13
STUDY_0169,35043047,outcome_data,confidence_interval_upper,0.90,High,Generated,2025-10-13
STUDY_0169,35043047,outcome_data,baseline_value,17.0,High,Generated,2025-10-13
STUDY_0169,35043047,outcome_data,post_value,12.9,High,Generated,2025-10-13
STUDY_0170,35043048,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0170,35043048,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0170,35043048,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0170,35043048,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0170,35043048,outcome_data,effect_estimate,0.60,High,Generated,2025-10-13
STUDY_0170,35043048,outcome_data,confidence_interval_lower,0.45,High,Generated,2025-10-13
STUDY_0170,35043048,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0170,35043048,outcome_data,baseline_value,8.0,High,Generated,2025-10-13
STUDY_0170,35043048,outcome_data,post_value,6.0,High,Generated,2025-10-13
STUDY_0171,35043049,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0171,35043049,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0171,35043049,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0171,35043049,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0171,35043049,outcome_data,effect_estimate,0.59,High,Generated,2025-10-13
STUDY_0171,35043049,outcome_data,confidence_interval_lower,0.43,High,Generated,2025-10-13
STUDY_0171,35043049,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0171,35043049,outcome_data,baseline_value,9.0,High,Generated,2025-10-13
STUDY_0171,35043049,outcome_data,post_value,6.7,High,Generated,2025-10-13
STUDY_0172,35043050,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0172,35043050,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0172,35043050,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0172,35043050,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0172,35043050,outcome_data,effect_estimate,0.58,High,Generated,2025-10-13
STUDY_0172,35043050,outcome_data,confidence_interval_lower,0.41,High,Generated,2025-10-13
STUDY_0172,35043050,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0172,35043050,outcome_data,baseline_value,10.0,High,Generated,2025-10-13
STUDY_0172,35043050,outcome_data,post_value,7.3,High,Generated,2025-10-13
STUDY_0173,35043051,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0173,35043051,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0173,35043051,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0173,35043051,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0173,35043051,outcome_data,effect_estimate,0.57,High,Generated,2025-10-13
STUDY_0173,35043051,outcome_data,confidence_interval_lower,0.39,High,Generated,2025-10-13
STUDY_0173,35043051,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0173,35043051,outcome_data,baseline_value,11.0,High,Generated,2025-10-13
STUDY_0173,35043051,outcome_data,post_value,7.9,High,Generated,2025-10-13
STUDY_0174,35043052,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0174,35043052,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0174,35043052,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0174,35043052,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0174,35043052,outcome_data,effect_estimate,0.56,High,Generated,2025-10-13
STUDY_0174,35043052,outcome_data,confidence_interval_lower,0.37,High,Generated,2025-10-13
STUDY_0174,35043052,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0174,35043052,outcome_data,baseline_value,12.0,High,Generated,2025-10-13
STUDY_0174,35043052,outcome_data,post_value,8.5,High,Generated,2025-10-13
STUDY_0175,35043053,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0175,35043053,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0175,35043053,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0175,35043053,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0175,35043053,outcome_data,effect_estimate,0.55,High,Generated,2025-10-13
STUDY_0175,35043053,outcome_data,confidence_interval_lower,0.35,High,Generated,2025-10-13
STUDY_0175,35043053,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0175,35043053,outcome_data,baseline_value,13.0,High,Generated,2025-10-13
STUDY_0175,35043053,outcome_data,post_value,9.1,High,Generated,2025-10-13
STUDY_0176,35043054,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0176,35043054,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0176,35043054,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0176,35043054,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0176,35043054,outcome_data,effect_estimate,0.54,High,Generated,2025-10-13
STUDY_0176,35043054,outcome_data,confidence_interval_lower,0.33,High,Generated,2025-10-13
STUDY_0176,35043054,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0176,35043054,outcome_data,baseline_value,14.0,High,Generated,2025-10-13
STUDY_0176,35043054,outcome_data,post_value,9.7,High,Generated,2025-10-13
STUDY_0177,35043055,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0177,35043055,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0177,35043055,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0177,35043055,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0177,35043055,outcome_data,effect_estimate,0.53,High,Generated,2025-10-13
STUDY_0177,35043055,outcome_data,confidence_interval_lower,0.31,High,Generated,2025-10-13
STUDY_0177,35043055,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0177,35043055,outcome_data,baseline_value,15.0,High,Generated,2025-10-13
STUDY_0177,35043055,outcome_data,post_value,10.2,High,Generated,2025-10-13
STUDY_0178,35043056,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0178,35043056,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0178,35043056,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0178,35043056,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0178,35043056,outcome_data,effect_estimate,0.52,High,Generated,2025-10-13
STUDY_0178,35043056,outcome_data,confidence_interval_lower,0.29,High,Generated,2025-10-13
STUDY_0178,35043056,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0178,35043056,outcome_data,baseline_value,16.0,High,Generated,2025-10-13
STUDY_0178,35043056,outcome_data,post_value,10.7,High,Generated,2025-10-13
STUDY_0179,35043057,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0179,35043057,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0179,35043057,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0179,35043057,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0179,35043057,outcome_data,effect_estimate,0.51,High,Generated,2025-10-13
STUDY_0179,35043057,outcome_data,confidence_interval_lower,0.27,High,Generated,2025-10-13
STUDY_0179,35043057,outcome_data,confidence_interval_upper,0.80,High,Generated,2025-10-13
STUDY_0179,35043057,outcome_data,baseline_value,17.0,High,Generated,2025-10-13
STUDY_0179,35043057,outcome_data,post_value,11.2,High,Generated,2025-10-13
STUDY_0180,35043058,study_characteristics,title,Impact of Prospective audit & feedback on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0180,35043058,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0180,35043058,intervention_details,intervention_category,Prospective audit & feedback,High,Generated,2025-10-13
STUDY_0180,35043058,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0180,35043058,outcome_data,effect_estimate,0.50,High,Generated,2025-10-13
STUDY_0180,35043058,outcome_data,confidence_interval_lower,0.35,High,Generated,2025-10-13
STUDY_0180,35043058,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0180,35043058,outcome_data,baseline_value,8.0,High,Generated,2025-10-13
STUDY_0180,35043058,outcome_data,post_value,6.8,High,Generated,2025-10-13
STUDY_0181,35043059,study_characteristics,title,Impact of Rapid diagnostic stewardship on Hospital Mortality: Quasi-experimental Study,High,Generated,2025-10-13
STUDY_0181,35043059,study_characteristics,study_design,Quasi-experimental,High,Generated,2025-10-13
STUDY_0181,35043059,intervention_details,intervention_category,Rapid diagnostic stewardship,High,Generated,2025-10-13
STUDY_0181,35043059,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0181,35043059,outcome_data,effect_estimate,0.49,High,Generated,2025-10-13
STUDY_0181,35043059,outcome_data,confidence_interval_lower,0.33,High,Generated,2025-10-13
STUDY_0181,35043059,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0181,35043059,outcome_data,baseline_value,9.0,High,Generated,2025-10-13
STUDY_0181,35043059,outcome_data,post_value,7.6,High,Generated,2025-10-13
STUDY_0182,35043060,study_characteristics,title,Impact of Multidisciplinary ASP team on Hospital Mortality: ITS Study,High,Generated,2025-10-13
STUDY_0182,35043060,study_characteristics,study_design,ITS,High,Generated,2025-10-13
STUDY_0182,35043060,intervention_details,intervention_category,Multidisciplinary ASP team,High,Generated,2025-10-13
STUDY_0182,35043060,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0182,35043060,outcome_data,effect_estimate,0.48,High,Generated,2025-10-13
STUDY_0182,35043060,outcome_data,confidence_interval_lower,0.31,High,Generated,2025-10-13
STUDY_0182,35043060,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0182,35043060,outcome_data,baseline_value,10.0,High,Generated,2025-10-13
STUDY_0182,35043060,outcome_data,post_value,8.3,High,Generated,2025-10-13
STUDY_0183,35043061,study_characteristics,title,Impact of Post-prescription review on Hospital Mortality: Cohort Study,High,Generated,2025-10-13
STUDY_0183,35043061,study_characteristics,study_design,Cohort,High,Generated,2025-10-13
STUDY_0183,35043061,intervention_details,intervention_category,Post-prescription review,High,Generated,2025-10-13
STUDY_0183,35043061,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0183,35043061,outcome_data,effect_estimate,0.47,High,Generated,2025-10-13
STUDY_0183,35043061,outcome_data,confidence_interval_lower,0.29,High,Generated,2025-10-13
STUDY_0183,35043061,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0183,35043061,outcome_data,baseline_value,11.0,High,Generated,2025-10-13
STUDY_0183,35043061,outcome_data,post_value,9.0,High,Generated,2025-10-13
STUDY_0184,35043062,study_characteristics,title,Impact of Guideline implementation on Hospital Mortality: RCT Study,High,Generated,2025-10-13
STUDY_0184,35043062,study_characteristics,study_design,RCT,High,Generated,2025-10-13
STUDY_0184,35043062,intervention_details,intervention_category,Guideline implementation,High,Generated,2025-10-13
STUDY_0184,35043062,outcome_data,outcome_name,mortality,High,Generated,2025-10-13
STUDY_0184,35043062,outcome_data,effect_estimate,0.46,High,Generated,2025-10-13
STUDY_0184,35043062,outcome_data,confidence_interval_lower,0.27,High,Generated,2025-10-13
STUDY_0184,35043062,outcome_data,confidence_interval_upper,0.70,High,Generated,2025-10-13
STUDY_0184,35043062,outcome_data,baseline_value,12.0,High,Generated,2025-10-13
STUDY_0184,35043062,outcome_data,post_value,9.7,High,Generated,2025-10-13
